penjualan,persediaan,produksi,Fitur
1.0,-0.14154461451101322,0.011205157541429304,penjualan
-0.14154461451101322,1.0,0.19899871960261986,persediaan
0.011205157541429304,0.19899871960261986,1.0,produksi
